,country_x,country_code,gdp_per_capita,population,migrant_stock,maternal_mortality_rate,life_expectancy,hiv_prevalence,urbpop,lowest_twenty_income_share,oda_pct_of_gni,net_migration,poverty_headcount_ratio_190_2011_ppp,access_to_electricity_pct_of_population,co2_tons_per_capita,mortality_under_5_per_1000_live_births,energy_use_per_capita,remittances,revenue_pct_gdp,govt_exp_educ_pct_gdp,female_literacy_pct,external_debt_pct_GNI,fdi_net_current_usd,strength_legal_rights_0_12,adolescent_fertility_rate,fertility_rate,female_employment_pct_of_total,lowest_ten_income_share,highest_ten_income_share,trade_pct_gdp,use_internet_pct_pop,mobile_phone_subscriptions_pct_pop,days_required_to_start_business,ease_doing_business,tax_revenue_pct_gdp,net_lending_borrowing_pct_gdp,central_govt_debt_pct_gdp,risk_premium,biodiversity_protected_areas,renewable_freshwater_per_capita,slum_population_pct_urban_population,pm25_pct_population,population_resid,migrant_stock_resid,maternal_mortality_rate_resid,life_expectancy_resid,hiv_prevalence_resid,urbpop_resid,lowest_twenty_income_share_resid,oda_pct_of_gni_resid,net_migration_resid,poverty_headcount_ratio_190_2011_ppp_resid,access_to_electricity_pct_of_population_resid,co2_tons_per_capita_resid,mortality_under_5_per_1000_live_births_resid,energy_use_per_capita_resid,remittances_resid,revenue_pct_gdp_resid,govt_exp_educ_pct_gdp_resid,female_literacy_pct_resid,external_debt_pct_GNI_resid,fdi_net_current_usd_resid,strength_legal_rights_0_12_resid,adolescent_fertility_rate_resid,fertility_rate_resid,female_employment_pct_of_total_resid,lowest_ten_income_share_resid,highest_ten_income_share_resid,trade_pct_gdp_resid,use_internet_pct_pop_resid,mobile_phone_subscriptions_pct_pop_resid,days_required_to_start_business_resid,ease_doing_business_resid,tax_revenue_pct_gdp_resid,net_lending_borrowing_pct_gdp_resid,central_govt_debt_pct_gdp_resid,risk_premium_resid,biodiversity_protected_areas_resid,renewable_freshwater_per_capita_resid,slum_population_pct_urban_population_resid,pm25_pct_population_resid,country_y,asylum_seekers,idps,refugees,recognized,total_decisions,recognition_rate,iso_3,iso_2,refugees_per_pop,asylum_seekers_per_pop,Unnamed: 0,country,country_code.1,happiness,Unnamed: 5,Country Rank,Region,ti_cpi,Number of Surveys Used,Std Error,Min,Max,90% Lower CI,90%Upper CI,World Bank CPIA,World  Economic Forum EOS,Bertelsmann  Foundation TI,Arican Development Bank,IMD World Competitiveness Year Book,Bertelsmann Foundation SGI,World Justice Project ROL,PRS Internationl Country Risk Guide,Economist Intelligence Unit,IHS Global Insight,PERC Asia Risk Guide,Freedom House NIT
10,Benin,BEN,2116.03677458311,10575952.0,2.2555409648442097,405.0,60.638999999999996,1.0,45.695,3.2,5.22931321541624,-10000.0,49.6,40.033477783203104,0.6142138518119301,103.7,416.795765255215,214287393.165024,,4.3564300000000005,,26.4155201102497,149642289.651405,6.0,90.2036,5.048,49.137724233556796,1.0,37.6,58.797884775072404,11.2549879092022,88.1051181018976,12.5,153.0,,,,,28.8719449693959,1001.29176358782,61.5,100.0,-7529056.99324913,0.4068876321289534,28.151990321835452,-2.187368178645308,-0.3763673473168212,12.080760922885224,-3.352972110323944,-0.4437387756115729,51064.45538088144,30.592311103019284,-2.337095067049539,0.2955708539730101,35.48380398256772,83.76479327007797,-883255742.8366852,,0.10092929971550556,,-7.856851918842779,-1377407511.031674,0.7705732980681965,1.7199433461544371,0.5670742356281302,3.2664925328566667,-1.58491309022736,7.278563482976995,-7.397125334087478,-2.3067951427298627,20.3153400431473,-5.968904055622373,7.6446390590960505,,,,,18.31843021755088,-2735.4895405719226,-1.718900287492474,-0.002468440636704372,Benin,178.0,0.0,530.0,122.0,122.0,100.0,BEN,BJ,5.011369189270148e-05,1.6830636145095968e-05,16,Benin,Benin,3.6246642999999996,,83,Err:507,37,5,4.43,25,47,30,44,47.0,25.0,32.0,47.0,,,,,,32.0,,
11,Burkina Faso,BFA,1699.8799348657801,18110624.0,3.8920398529292406,371.0,59.927,0.8,27.53,,9.88873785652851,-125000.0,,18.4700813293457,0.162018806234081,88.4,,384694333.921977,17.0003437243545,4.1660699999999995,,26.277292603249503,231726245.403083,6.0,108.7606,5.436,44.702317402308395,,,47.9479044078272,11.387646166247,79.7702884229721,13.0,151.0,15.0749297615291,-2.3768148553831097,,,15.084819776291,710.793605609742,65.8,100.0,-165260.29546502605,2.063953435775028,-20.116307430650124,-2.4074087572519716,-0.6272348329777686,-5.040426624971801,,3.8419080378410255,-64431.92791068749,,-21.644713927347365,-0.053123519833094685,18.101092017403275,,-626929444.4595207,-2.6106488847346725,-0.0807138925047175,,-7.098210983888254,-1224971582.5354679,0.736993609128163,17.932649711155623,0.8488366668335461,-1.4526481539892018,,,-17.767634664796862,-0.776503691542425,13.711640290907186,-5.285935740348993,3.2554640736563267,-0.9833338396082903,-0.3427801985884904,,,4.3891451612802275,-3015.1089505188124,-0.22795223410692245,-0.007425598912277565,Burkina Faso,143.0,0.0,34017.0,124.0,127.0,97.63779527559055,BFA,BF,0.0018782897817325344,7.895917887754724e-06,17,Burkina Faso,Burkina Faso,4.4189301,,76,Err:507,38,7,2.97,28,47,33,43,47.0,29.0,32.0,45.0,,,28.0,41.0,,42.0,,
12,Bangladesh,BGD,3335.7597906534397,161200886.0,0.8837537353961421,176.0,72.155,0.1,34.308,,1.2371699063928898,-2350001.0,,68.20468139648439,0.459141964802809,36.4,222.22095919420602,15295536094.8351,9.84448413886165,,62.252990000000004,17.4761420621927,2831152765.15515,5.0,85.3076,2.133,28.5412930700663,,,42.0859963070382,14.4,81.4981401529021,19.5,176.0,8.49834882820801,-1.33807311151329,,5.9485722222222615,4.88867647961894,658.698386017693,55.1,100.0,143595047.25465202,-1.029569620357452,-159.8084921977281,7.9069869899812195,-1.1311279807403989,-2.35693492981121,,-3.386196706894248,-2287628.00962118,,19.29042450355071,-0.16421149491761833,-25.773356234442183,-224.1578344051624,13955084535.16376,-10.28393644319212,,3.912936865604735,-19.320072836879817,1099253169.2601,-0.13193235546865625,3.5722024608932657,-2.0416536745367475,-16.528607066568465,,,-25.441161466590685,-3.2249529044939305,8.68399543495498,0.5060808309077629,37.5296846403376,-7.393770873053354,0.7529361552708502,,-2.4444881972214465,-5.275875336253295,-3114.0236049287073,0.05567723277233228,0.012243334746273149,Bangladesh,0.0,0.0,231958.0,1.0,16.0,6.25,BGD,BD,0.0014389375006288738,0.0,18,Bangladesh,Bangladesh,4.6334739,,139,Err:507,25,7,4.3,16,50,18,32,23.0,19.0,23.0,,,,16.0,50.0,21.0,22.0,,
13,Bulgaria,BGR,18186.4030157048,7177991.0,1.428196392424,11.0,74.6146341463415,0.1,73.99,,,-24001.0,,100.0,5.871615869349929,8.3,2477.65540069696,1494740000.0,34.1689502253452,,,81.55132974160759,2609370000.0,8.0,41.0864,1.53,46.521696358329706,,,128.06101482130398,56.6563,128.105415947511,25.0,59.0,20.2013712641913,-0.6616806961768079,,7.07775,28.287131953660307,2907.0016935361305,,100.0,-12361149.418210208,-3.435811926153052,-38.33006675051935,0.2132949873575853,-0.3834121000968782,10.078874500000202,,,8569.543137687018,,2.2378734751564053,1.6939335467943009,-7.288426589828563,689.1621763994141,-500643578.94508153,8.08403526682758,,,37.25190070682261,-2027294311.1111093,3.1762312645991218,4.858537232479506,-0.5226463278361992,3.695768160191832,,,47.08843344533425,1.4423090609535976,9.649627862809368,5.848120622722548,-19.69110773918834,4.552366955849843,1.6533469495610251,,3.007653411064484,18.631457855202626,-1686.068505653318,,0.1720106130347716,Bulgaria,9499.0,0.0,16557.0,4708.0,23154.0,20.333419711496934,BGR,BG,0.002306634265771579,0.0013233507815766277,19,Bulgaria,Bulgaria,4.8654013,,69,Err:507,41,9,2.43,32,53,37,45,,38.0,53.0,,32.0,49.0,32.0,41.0,38.0,42.0,,47.0
14,Bahrain,BHR,46775.7403335698,1371855.0,51.12678500505,15.0,76.76100000000002,0.1,88.999,,,235000.0,,100.0,23.4497548258489,7.6,10593.9971430645,,,2.66808,,,64893617.0212766,1.0,13.618,2.056,21.7325407701267,,,154.067392842373,93.4783011354165,183.62399816307098,9.4,62.0,,,,,1.6947726480522098,2.99312255265464,,100.0,-16172951.946448674,37.31541412381228,6.028198599008258,-3.5401574347284566,-0.12080697024307695,6.868881890918644,,,86719.22500654179,,0.05505752850807255,14.996933428583725,2.447664362627581,5857.656245475079,,,-2.7455566804730744,,,-8896400780.553213,-4.374007968561238,1.611181588060262,0.33433908873289275,-24.139874857748648,,,65.74077308177804,11.532810596405694,58.793182402869775,-0.2765380384807763,25.664498166083483,,,,,-11.18787307643352,-4799.9676392533975,,4.694973827699472,Bahrain,113.0,0.0,247.0,0.0,0.0,,BHR,BH,0.00018004818293478538,8.237022134263461e-05,20,Bahrain,Bahrain,6.0073752,,50,Err:507,51,5,7.86,36,80,38,64,,80.0,36.0,,,,,50.0,38.0,52.0,,
15,Bosnia and Herzegovina,BIH,11650.4113549145,3535961.0,0.9133648399544828,11.0,76.735,,47.173,7.7,2.17633715035059,-2506.0,0.2,100.0,6.23471916168303,6.0,2194.0559764128,1801111957.9124699,38.593240694727896,,,84.4174225848946,383089615.729344,7.0,10.8342,1.345,39.17706716545671,3.0,25.1,88.08738013415122,52.6,97.3856894914848,83.0,89.0,19.9364771928983,0.36481477675200796,,,1.4524101418832902,9955.12621697913,,100.0,-12861931.385311378,-1.898340510446724,-89.68792852561495,4.39686996607179,,-9.526192519409156,1.7148592037406267,1.1132438157663354,59591.88480726835,-6.944246573387432,10.033747176618037,3.4332229895266537,-20.193232474641192,954.2706021410704,-411390731.76848215,15.698057165871838,,,42.408611969561626,-2530236305.0321608,2.46508004348648,-33.891645369719306,-1.0811524378534825,-2.5570134896873498,0.7314914823988432,-5.265575120447757,14.108570151526067,9.936454334409275,-6.037723094268143,61.0619466036127,-9.835985332398948,4.812407854675157,2.701054319729598,,,-7.290722333641537,5992.8273463587475,,0.08194710987564235,Bosnia and Herzegovina,23.0,98324.0,6798.0,0.0,38.0,0.0,BIH,BA,0.0019225325166199515,6.50459662875241e-06,22,Bosnia and Herzegovina,Bosnia and Herzegovina,5.117178,,76,Err:507,38,6,1.71,32,42,35,41,,32.0,40.0,,,,34.0,,38.0,42.0,,42.0
16,Belarus,BLR,18336.02932771,9489616.0,11.404010562114301,4.0,73.6243902439025,0.4,77.181,9.5,0.193683345878154,10000.0,0.0,100.0,6.70195770525782,4.1,2928.52021597737,931500000.0,29.676885091704698,4.78752,,70.8541035115195,1652300000.0,2.0,18.7992,1.724,49.6526184919986,4.0,22.2,115.91482620194598,67.3,120.688975024911,9.0,37.0,14.173094465420403,2.2536635524755297,37.5981780556757,,9.51125836698787,3588.57570591242,,100.0,-10054236.473729774,6.484941739692293,-44.66473705050231,-0.8127191472968747,-0.08241597496533254,13.188112598423402,3.495769790746248,-0.2308161028048208,41845.73564113023,-2.6648332725929724,2.182879850917772,2.499633460123497,-11.328259519031215,1128.84266803853,-1059475999.6017883,3.4974344968304827,0.26592648729246005,,26.43585668059579,-3003119562.472681,-2.8332426347448028,-17.21476212332375,-0.3228470334769378,6.791496416554381,1.7688420585778344,-7.073458992849537,34.60677500770892,11.831199878354587,2.0057143545548115,-10.081625156308142,-41.25849610964646,-1.5076382269206243,4.567194501975872,-6.5942467026987055,,-0.16695880396536822,-1016.1632406815223,,0.17569411066612872,Belarus,279.0,0.0,1809.0,23.0,1278.0,1.7996870109546166,BLR,BY,0.0001906294206214456,2.9400557409277677e-05,23,Belarus,Belarus,5.7189078,,106,Err:507,32,6,4.37,21,52,25,39,,,28.0,,,,52.0,31.0,21.0,32.0,,26.0
17,Bolivia,BOL,6955.182769733511,10724705.0,1.33326744185504,206.0,68.756,0.3,68.393,3.9,2.48268912317268,-50005.0,6.4,91.52282199999999,1.93241949870287,37.5,788.8043533523779,1190958193.9626696,,,88.58286,31.061065078943702,554643532.297183,0.0,69.9186,2.9210000000000003,40.912176989897,1.1,34.8,67.9328449414657,35.56227065,94.7609188318,49.0,156.0,,,,7.4991649078189,30.8655154573011,28734.655480948506,43.5,100.0,-5487239.188895701,-0.8137676225142851,-13.603782917129536,0.4582420164081213,-0.5157600509911255,22.728041944671325,-2.3505601585119056,0.4264023897151805,14870.143103647795,-6.394638755262228,23.76509738708448,0.3918886094206537,-7.3337988288635,1.4447124711289234,-794545025.7857645,,,17.338305500601777,-12.554014031305089,-1789722388.7588718,-4.85387887857574,7.2450870220040215,-0.3906136848640802,-2.039353952959843,-1.3162124270584576,4.3809104673200565,-2.9298505655531244,6.157070103668728,7.520708458706893,28.47909206515035,36.87678122416227,,,,0.8674298804033596,21.678464397921065,24830.569350084028,8.561903139519515,0.05511104613223949,Bolivia (Plurinational State of),0.0,0.0,775.0,8.0,50.0,16.0,BOL,BO,7.226305991633337e-05,0.0,25,Bolivia (Plurinational State of),Bolivia (Plurinational State of),5.8343291,,98,Err:507,34,7,3.58,20,47,28,40,47.0,25.0,36.0,,,,20.0,31.0,38.0,42.0,,
18,Brazil,BRA,15656.2666699696,205962108.0,0.34331320024167,44.0,75.28399999999998,0.6,85.77,3.6,0.0568902506479231,30000.0,3.4,99.710902,2.59438828549778,15.7,1484.9266378964999,2896909951.71,28.5200949461167,6.24106,92.34379,30.7918401917732,74718044773.96,2.0,63.7578,1.74,42.7744748770347,1.2,40.4,26.9536259376792,58.327951734092395,125.175585210072,86.0,109.0,12.8248632636748,-7.53129620259274,67.53755402771161,29.7983833333333,20.737284229240306,27721.037902102,22.3,71.9626918,187581631.28503573,-3.604006008754459,-18.189623840743955,1.4611801420202395,0.09589170675975743,23.317153470926968,-2.311400992941452,-0.5522075126452336,76637.1040473246,-0.3974999627870735,3.1215112485650423,-1.1507966167985306,-2.7516212223514533,-119.3923261516727,905345758.9021297,4.016700487160527,1.7456660715341688,0.5830117947736113,-11.447497365774995,70668777450.29587,-2.6443019752141046,24.188110079350054,-0.4080906650736684,0.4693348581005381,-1.0078334318256277,10.594919882866566,-49.321598748661756,7.465235117922468,11.138171793847263,65.55994778051661,22.17808146825477,-2.2763400718800373,-5.172488347613552,22.76949195526752,25.360726136127077,11.590540120137735,23375.075949600126,-0.1331203103762597,-27.926736978792572,Brazil,20815.0,0.0,8707.0,1217.0,5171.0,23.535099593888997,BRA,BR,4.227476638566935e-05,0.00010106227889258154,26,Brazil,Brazil,6.5468969,,76,Err:507,38,7,5.29,25,62,29,47,,25.0,62.0,,25.0,,34.0,31.0,38.0,52.0,,
19,Central African Republic,CAF,661.8876249303501,4546100.0,1.6651721924121001,882.0,51.41,4.2,40.277,,30.597603125568398,-150000.0,,13.384423255920401,0.06659311085283401,130.2,,,,,,42.8969424492342,3000000.0,6.0,107.7732,4.94,45.16285092197471,,,47.190622189673796,3.8,27.330986999846,22.0,183.0,,,,,18.06480639417969,31226.524740266206,93.3,100.0,-14158982.162544,-0.1145514542487196,454.75937453844045,-9.681609636420896,2.643172074877898,10.314578735187279,,23.583699563616253,-90797.37747435783,,-21.057191563004718,0.10867937210017836,54.66356459375154,,,,,,11.829560179306785,-1276245788.2968278,0.6531462386301011,11.001991853278911,0.08424772798343394,-1.722763295139032,,,-17.278453685954272,-4.851369015266752,-34.36860049744637,4.182747907506824,29.2095605469423,,,,,6.993982959227216,27524.71337860542,20.226370180645894,-0.01961254760102804,Central African Rep.,334.0,216392.0,7330.0,2.0,95.0,2.1052631578947367,CAF,CF,0.0016123710433118498,7.346956732144035e-05,30,Central African Rep.,,,,145,Err:507,24,4,1.44,22,28,22,26,23.0,,28.0,22.0,,,,,,22.0,,
20,Canada,CAN,44647.3642265863,35832513.0,21.801663648343002,7.0,82.1290243902439,,81.259,,,1100000.0,,100.0,15.117158779477801,5.3,7876.094107759971,1273944752.91357,17.737884045954896,,,,61642188665.8004,9.0,10.1748,1.6,47.02325900296229,,,65.5277353225282,88.47,82.79621957440601,1.5,22.0,12.315988031546302,0.890766555500471,,2.27166666666667,6.47711948156826,80201.83170852861,,6.9038967000000016,17537367.120373134,8.718259948322071,-2.957958415990112,2.007109295020527,,0.00797766695717428,,,956773.8367817956,,0.1000498820395137,6.963700742683496,-0.0310730392407077,3413.0103296488014,-1319032941.3123813,-13.939488832731518,,,,52740366779.65642,3.57696743915933,-2.5682744418883128,-0.12293530095029515,1.261546004250576,,,-22.28464308543259,7.4729870401013425,-41.98374685887713,-8.423553601638426,-15.387184027231172,-6.703252474378351,2.639631867328141,,-0.7951395661331904,-6.453265454436786,75429.9651512413,,-88.84959647174082,Canada,19642.0,0.0,135888.0,9171.0,16083.0,57.022943480693904,CAN,CA,0.003792310073256654,0.0005481613862806664,31,Canada,Canada,7.4127727,,10,Err:507,83,7,1.63,79,89,80,86,,79.0,,,79.0,81.0,79.0,89.0,88.0,83.0,,
21,Switzerland,CHE,63648.2880177144,8282396.0,29.386685541996304,5.0,82.89756097560979,,73.718,7.8,,250000.0,0.0,100.0,4.31156299409097,4.3,3059.93674902905,2516975788.92797,17.9107002455469,5.10465,,,115891596415.604,6.0,3.1946,1.54,46.500255799949706,3.2,25.2,112.76815948710501,87.47905559786751,135.138487619067,10.0,38.0,9.849472442062991,0.6489619561083749,20.904448214112197,3.7099166666666603,9.65051637879546,4933.65877570281,,95.24202700000001,-3477739.742115375,5.826116330444819,-0.2383919834024785,1.7592586340510934,,-14.186144927521156,-0.6697292586358907,,79455.64545444414,-0.09614044534724313,-0.1278566199126061,-6.633145989812603,-0.026569716954707445,-3816.1292003247167,73555544.88429737,-12.300143271261447,-0.11685881923076467,,,107174964589.32147,0.9098451863754704,-4.879448239279324,-0.14362633358126353,0.4693522435633142,-0.13657712283739087,1.4539854600437785,20.957973358519325,1.4073517504058657,7.836665942821583,1.4469490277617931,6.92791719315964,-7.620982609359078,1.3678904166109735,-57.766657574926604,1.0600407260730491,-2.5408834855770657,242.51792904212925,,3.5172270070191303,Switzerland,32701.0,0.0,73336.0,1752.0,10996.0,15.933066569661696,CHE,CH,0.008854442603323966,0.003948253621295094,32,Switzerland,Switzerland,7.5721369,,6,Err:507,86,6,2.55,73,89,82,90,,87.0,,,88.0,89.0,,89.0,88.0,73.0,,
22,Chile,CHL,22785.818030461804,17762681.0,2.61551321666127,22.0,79.315,0.5,87.36,4.8,0.0229382500830992,85285.0,1.3,99.714844,4.68737662371284,7.9,2049.68882917813,58992215.8381229,21.01213883921811,4.8737,96.74396,,21050769694.5994,4.0,47.526,1.785,40.9220795062884,1.7,38.0,58.9528438182819,76.63,130.646679969088,7.5,56.0,17.4380140795419,-2.1324677177343703,,,13.5939050071834,50244.700206054404,,99.9544697,-755259.6637546644,-3.775844826520384,-13.761514938779811,3.6398822438130765,0.04304780776104267,20.779388456015468,-1.6237205583948982,-0.1622033619812474,91713.769042152,-0.29319920417529044,0.9690434429019348,-0.1899062994340195,-3.89886099248759,-108.08536648369318,-1824648368.058682,-7.722340055463978,0.20918433953815896,2.1323046953605322,,16146015043.529247,-1.1003114427506508,17.82528979618932,-0.1126512091457994,-2.7169003615350036,-0.6954671774933876,9.99711768275312,-29.88754705406476,14.628302724777756,8.199339207891086,-9.503391947973707,-11.934890596644134,0.6624571445478118,0.083029269061631,,,3.690631488826158,45724.75471692184,,0.2596874496258721,Chile,1064.0,0.0,1849.0,76.0,138.0,55.07246376811594,CHL,CL,0.00010409464652323599,5.990086744225154e-05,33,Chile,Chile,6.5327497,,23,Err:507,70,8,2.15,60,79,66,74,,66.0,75.0,,60.0,65.0,68.0,79.0,71.0,73.0,,
23,China,CHN,14450.094990196001,1371220000.0,0.07107639629937201,27.0,76.092,,55.5,,-0.00301436751389953,-1624595.0,0.7,100.0,7.543907641449269,10.8,2236.72990756962,44445297189.56,16.0385091248016,,,12.028335028657999,242489331627.399,4.0,6.5968,1.617,43.8278875059097,,,39.453065524530004,50.3,92.4808728658819,29.4,46.0,9.37428211590801,-0.42185524052352397,,,15.939280308649304,2061.9085664861104,25.2,99.9998703,1353914066.3898187,-3.4809546269428835,-43.30058579105925,2.587744637568349,,-5.871810198866598,,-0.7278841043361969,-1571053.18226554,-3.7388254658065136,4.419775241487884,4.0353734837153095,-9.439552890640613,725.047583554571,42452182651.379616,-7.8327322214377055,,,-29.54624328587037,238958859924.4217,-0.5699010684720243,-34.18887419028613,-0.5820914450017525,1.7218965825850532,,,-35.63128206219341,1.6532881962646258,-18.92764201480614,8.27452102897318,-45.001534618772965,-5.574549466248664,1.971981693169201,,,7.022357906890098,-2122.693188420254,1.9074319090034884,0.09318570362981404,China,677.0,0.0,301052.0,52.0,342.0,15.2046783625731,CHN,CN,0.0002195504733011479,4.93720920056592e-07,34,China,China,5.3038777999999995,,83,Err:507,37,8,2.34,28,49,33,41,,49.0,36.0,,39.0,,28.0,31.0,38.0,32.0,41.0,
24,Cameroon,CMR,3502.40788727502,22834522.0,1.63631370372888,596.0,57.582,3.9,54.578,,2.1754953711310603,-24000.0,,58.8651008605957,0.314928068034826,90.1,341.862671709374,241609804.70455292,,2.76805,,23.793650483316497,694057556.5515679,6.0,111.8636,4.7780000000000005,46.90407346911429,,,49.8692069982459,20.6801476606263,79.5316275943941,16.5,166.0,,,,,10.3820772995156,12275.232842731699,37.8,100.0,5296667.01983567,-0.28636667754796274,265.70744273225637,-6.857978175886352,2.688323111395849,17.497215801050867,,-2.309451650693048,38534.82415310606,,9.06474057709368,-0.35022707776326234,28.74481340632326,-120.06900169634059,-1131034618.3032866,,-1.5167265994284955,,-13.340297092848587,-1065731435.5517174,0.8812276514559612,31.036301056879182,0.6445817372467646,1.9402427989541808,,,-17.831460316883394,2.5035480813432684,6.0364035821340565,-2.56479278839101,28.456790270481658,,,,,0.2677495004833545,8497.085968753461,-16.142284967923928,0.014267392374904375,Cameroon,5373.0,92657.0,342973.0,6005.0,12404.0,48.41180264430829,CMR,CM,0.015019933414853177,0.00023530161918870033,36,Cameroon,Cameroon,5.0379648,,130,Err:507,27,8,3.26,14,45,22,32,23.0,30.0,28.0,45.0,,,14.0,31.0,21.0,22.0,,
25,"Congo, Dem. Rep.",COD,865.099462665287,76196619.0,0.70624628058302,693.0,59.205,0.8,42.74,,7.3990279428738095,119303.0,,16.4191646575928,0.0633691910487466,97.6,389.567387917398,1166568218.32676,,2.17044,,15.339210158835304,1265374483.88029,6.0,126.2696,6.202000000000001,49.8697874015934,,,59.3324309643087,3.7999995072729997,49.54653171684689,11.5,184.0,,,,,12.634311054253399,12207.8823312064,74.8,100.0,57576002.577477396,-1.0826521431299645,272.88879145021514,-2.131658191813834,-0.7311966195728112,12.266551237687715,,0.5781606274861799,178788.2427106679,,-19.138019418926746,0.05519601576882517,23.09345281058085,171.88880405306813,332102639.62799245,,-2.0588777369895075,,-16.18644306826809,-48865762.74389458,0.6695493565234978,30.672678923497013,1.3992167435557654,3.1297081714750514,,,-5.386058549205671,-5.542073464056738,-13.011210374517539,-6.410480210801655,31.402582392925385,,,,,1.6391708087094177,8501.700325612599,3.1111323174689147,-0.017247491883424004,Dem. Rep. of the Congo,983.0,1555112.0,383095.0,337.0,410.0,82.1951219512195,COD,CD,0.005027716518498019,1.2900834878250963e-05,37,Dem. Rep. of the Congo,Dem. Rep. of the Congo,3.9027417,,147,Err:507,22,6,3.35,12,37,17,27,12.0,,19.0,37.0,,,,21.0,21.0,22.0,,
26,"Congo, Rep.",COG,5902.42965114336,4995648.0,8.50579936930912,442.0,64.112,3.2,65.543,,1.04893908407216,-20003.0,,60.4,0.6353692933076109,51.3,539.531617184698,29784452.9018573,,4.56147,,47.9605457772801,4278118364.9803295,6.0,116.3622,4.721,48.5920156007033,,,165.64586294781,7.61597466209,104.41087922928101,50.5,180.0,,,,,36.7093039291158,45574.9121194572,46.9,100.0,-11588664.874514485,6.433362505938837,189.11508051783738,-3.0319865324813264,2.26267171536099,22.48877743228058,,-1.5885841440589978,44374.50036542992,,-1.9499516460113355,-0.6364806224798358,1.5050942514972192,-148.03193356687868,-1780144021.2308996,,0.2237979518766391,,5.650042189926418,2113551855.0569308,1.066241674292618,48.27281531724046,1.164632190770968,5.0645737783072775,,,95.66212667672023,-18.41093382598861,21.27611546358132,30.421544377510838,55.43064017247535,,,,,27.25815584037024,41708.63446012605,7.325182608323509,0.043133814139679316,Congo,4342.0,0.0,44955.0,75.0,2007.0,3.7369207772795217,COG,CG,0.00899883258388101,0.0008691565138296373,38,Congo,Congo,4.690830200000001,,146,Err:507,23,6,4.11,12,42,16,30,12.0,,19.0,42.0,,,,21.0,21.0,22.0,,
27,Colombia,COL,13760.223901136298,48228697.0,0.27604722697918704,64.0,74.2,0.5,79.764,3.8,0.47118578147489504,-147004.0,4.5,98.186898,1.75953717356061,15.7,711.583179839785,4679692947.27143,22.949427082038802,4.5004800000000005,94.41582,39.59036130347229,11723216758.3177,12.0,51.537,1.874,42.9002071798821,1.3,40.0,38.360764118445296,55.9049725142924,118.865890156643,12.0,65.0,14.994244133159,-3.9699199352050214,66.6678191158853,,9.44644364805646,44882.072198368485,13.1,99.86770179999999,31207400.33435852,-3.079735873919168,-12.397710400955702,0.9496229180123236,-0.02207440614030709,19.338372473078536,-2.0533300007845257,-0.32812192346667146,-90312.87903018645,-0.3905972423537616,3.580276639323202,-1.5940793081201343,-5.8014792895271725,-737.1012924591338,2654466817.8699737,-0.654483381177986,0.011565738949614436,4.894726234276135,-1.882451665194708,8420228883.880727,7.453860346895411,9.981359574695533,-0.3698894437231055,0.8878058426219866,-0.8942242839814958,9.721502866598108,-36.38997627563476,8.664065989418297,9.259300432181929,-9.423034162165617,-28.12763984499199,0.026783214271747013,-1.5726373210929825,18.53273070947828,,0.6091165471908351,40775.69187973963,-10.726293014467409,-0.042309856160159136,Colombia,115.0,6939067.0,226.0,18.0,504.0,3.571428571428572,COL,CO,4.686006756516768e-06,2.3844724645992405e-06,39,Colombia,Colombia,6.3875718,,83,Err:507,37,7,1.94,31,45,34,40,,36.0,45.0,,31.0,,33.0,41.0,38.0,32.0,,
28,Costa Rica,CRI,15694.6253300721,4807852.0,8.77100991087492,25.0,79.634,0.4,76.862,4.3,0.21256286920161105,16384.0,1.5,99.40980400000001,1.63095106225335,9.4,1031.1414954047,551988507.633386,24.1706210576902,7.08255,,44.992017561267396,2955521680.8396697,10.0,55.701,1.8,39.476760885133096,1.5,36.8,62.518296399044,59.762950137168104,156.735253081834,23.0,67.0,13.657092988633199,,,,3.0354619374100698,23751.5961387892,5.5,100.0,-13610686.71492235,4.809921038991868,-36.96515300183276,5.802462312402369,-0.10380817413135146,14.383703238930805,-1.6087852314774391,-0.3933347308646437,62783.39180195522,-2.28096153896278,2.797911205826452,-2.1213000719601407,-8.997999934201863,-576.1405011717428,-1439567270.2237225,-0.35596476294252355,2.586721049078448,,2.7226245087923715,-1109793414.9780736,5.35296246776386,16.173745717244348,-0.34669736655252525,-2.8349489027934283,-0.7064056351926182,6.996133422097849,-13.811878790320346,8.833968289798419,42.62297450434768,2.5814935850885945,-19.701724308205034,-1.452267870712758,,,,-6.119548762634183,19400.98284344489,-16.905225396577066,0.11095905356712876,Costa Rica,3283.0,0.0,3616.0,261.0,978.0,26.687116564417177,CRI,CR,0.0007521030181461492,0.0006828413187427567,41,Costa Rica,Costa Rica,6.854004400000001,,40,Err:507,55,6,2.71,48,66,51,59,,48.0,66.0,,,,59.0,50.0,54.0,52.0,,
