,Unnamed: 0,Unnamed: 0.1,country_x,country_code,fdi_net_pct_gdp,country_y,fdi_net_pct_gdp_resid,country
75,75,75,Equatorial Guinea,GNQ,0.6764627026659057,Equatorial Guinea,-0.8977877277075906,Equatorial Guinea
76,76,76,Greece,GRC,0.4390324364714912,Greece,-1.0407668055246906,Greece
77,77,77,Grenada,GRD,10.396630149910564,Grenada,8.669052495085232,Grenada
78,78,78,Greenland,GRL,,Greenland,,Greenland
79,79,79,Guatemala,GTM,0.9313859340864721,Guatemala,-0.5918838313254783,Guatemala
80,80,80,Guam,GUM,,Guam,,Guam
81,81,81,Guyana,GUY,2.377621065244621,Guyana,0.8632289865416483,Guyana
82,82,82,"Hong Kong SAR, China",HKG,43.51053658143879,"Hong Kong SAR, China",35.85454741880492,"Hong Kong SAR, China"
83,83,83,Honduras,HND,3.1945316274998623,Honduras,1.794332909935719,Honduras
84,84,84,Croatia,HRV,0.16436504666897905,Croatia,-1.2975040848249084,Croatia
85,85,85,Haiti,HTI,0.5611239742014065,Haiti,-0.7244565336570974,Haiti
86,86,86,Hungary,HUN,-2.1436484009480603,Hungary,-3.6082380174416753,Hungary
87,87,87,Indonesia,IDN,0.6939653750123381,Indonesia,-0.9525418258703106,Indonesia
88,88,88,Isle of Man,IMN,,Isle of Man,,Isle of Man
89,89,89,India,IND,0.5484329490309664,India,-0.9115156318849824,India
90,90,90,Ireland,IRL,72.99107147312982,Ireland,61.136485873233575,Ireland
91,91,91,"Iran, Islamic Rep.",IRN,0.1470102327055421,"Iran, Islamic Rep.",-1.5204656205994758,"Iran, Islamic Rep."
92,92,92,Iraq,IRQ,0.5850597338312543,Iraq,-1.1616108359841206,Iraq
93,93,93,Iceland,ISL,7.291570856653683,Iceland,2.5498041124821915,Iceland
94,94,94,Israel,ISR,3.7692803692206014,Israel,1.859181706168311,Israel
95,95,95,Italy,ITA,0.5976644811852261,Italy,-1.388975252603668,Italy
96,96,96,Jamaica,JAM,3.7337643561113554,Jamaica,2.177312035791299,Jamaica
97,97,97,Jordan,JOR,1.9323167447308955,Jordan,0.3597570307488178,Jordan
98,98,98,Japan,JPN,0.1014560437287024,Japan,-2.695622279440256,Japan
99,99,99,Kazakhstan,KAZ,1.4516995797591103,Kazakhstan,9.126938863524003e-05,Kazakhstan
100,100,100,Kenya,KEN,0.4344489815935271,Kenya,-0.9028371193478462,Kenya
101,101,101,Kyrgyz Republic,KGZ,5.570681170956295,Kyrgyz Republic,4.21619248944715,Kyrgyz Republic
102,102,102,Cambodia,KHM,3.3519578035417936,Cambodia,1.995195076477468,Cambodia
103,103,103,Kiribati,KIR,0.3588979817157925,Kiribati,-0.9398692900399069,Kiribati
104,104,104,St. Kitts and Nevis,KNA,8.130785702218981,St. Kitts and Nevis,6.642751431318116,St. Kitts and Nevis
105,105,105,"Korea, Rep.",KOR,0.2285239708963465,"Korea, Rep.",-1.6325033735870818,"Korea, Rep."
106,106,106,Kuwait,KWT,0.0991837290756457,Kuwait,-13.518330045156159,Kuwait
107,107,107,Lao PDR,LAO,2.6390343590271885,Lao PDR,1.1791521304350678,Lao PDR
108,108,108,Lebanon,LBN,2.6106448639859376,Lebanon,0.8657398223067063,Lebanon
109,109,109,Liberia,LBR,3.9854367590992057,Liberia,2.719140037590475,Liberia
110,110,110,Libya,LBY,0.7361481948004431,Libya,-1.009349153067264,Libya
111,111,111,St. Lucia,LCA,5.07009485027962,St. Lucia,3.375340803704232,St. Lucia
112,112,112,Liechtenstein,LIE,,Liechtenstein,,Liechtenstein
113,113,113,Sri Lanka,LKA,0.27475815689119204,Sri Lanka,-1.3915758333680044,Sri Lanka
114,114,114,Lesotho,LSO,1.801017579617144,Lesotho,0.4689502847251583,Lesotho
115,115,115,Lithuania,LTU,1.1552612005508305,Lithuania,-0.4000685317032855,Lithuania
116,116,116,Luxembourg,LUX,19.38591510214484,Luxembourg,-7.663148753155153,Luxembourg
117,117,117,Latvia,LVA,1.7152917552351494,Latvia,0.26516929553836865,Latvia
118,118,118,"Macao SAR, China",MAC,0.5715376093668861,"Macao SAR, China",-28.59839977229739,"Macao SAR, China"
119,119,119,St. Martin (French part),MAF,,St. Martin (French part),,St. Martin (French part)
120,120,120,Morocco,MAR,1.2028655891022175,Morocco,-0.3205778601432143,Morocco
121,121,121,Monaco,MCO,,Monaco,,Monaco
122,122,122,Moldova,MDA,1.2031803762558744,Moldova,-0.21487476602402467,Moldova
123,123,123,Madagascar,MDG,0.9230906771808524,Madagascar,-0.3502984516018067,Madagascar
124,124,124,Maldives,MDV,4.84963128056966,Maldives,3.09516415261442,Maldives
125,125,125,Mexico,MEX,1.6931518245232078,Mexico,0.007074932397667322,Mexico
126,126,126,Marshall Islands,MHL,-2.6076082728441565,Marshall Islands,-3.9802679070878586,Marshall Islands
127,127,127,"Macedonia, FYR",MKD,1.0313278247526851,"Macedonia, FYR",-0.7048208924610784,"Macedonia, FYR"
128,128,128,Mali,MLI,0.771207648483302,Mali,-0.5262130275344831,Mali
129,129,129,Malta,MLT,18.580911876079426,Malta,16.688570536962626,Malta
130,130,130,Myanmar,MMR,1.4472106688144457,Myanmar,0.016255073706226586,Myanmar
131,131,131,Montenegro,MNE,6.884251408315303,Montenegro,5.155312313457086,Montenegro
132,132,132,Mongolia,MNG,0.2607281631906095,Mongolia,-1.41487742093192,Mongolia
133,133,133,Northern Mariana Islands,MNP,,Northern Mariana Islands,,Northern Mariana Islands
134,134,134,Mozambique,MOZ,11.597908776034787,Mozambique,10.336102286526216,Mozambique
135,135,135,Mauritania,MRT,3.1279247518937803,Mauritania,1.7579648140159738,Mauritania
136,136,136,Mauritius,MUS,0.8205704293519409,Mauritius,-0.7260002382935564,Mauritius
137,137,137,Malawi,MWI,2.5331658139588,Malawi,1.2726831699208068,Malawi
138,138,138,Malaysia,MYS,1.2043735514796043,Malaysia,-0.2736663610366481,Malaysia
139,139,139,Namibia,NAM,4.538806764751104,Namibia,2.9045496568471667,Namibia
140,140,140,New Caledonia,NCL,,New Caledonia,,New Caledonia
141,141,141,Niger,NER,2.7505666921591603,Niger,1.4981936406653031,Niger
142,142,142,Nigeria,NGA,0.28605851276724714,Nigeria,-1.1709079846059691,Nigeria
143,143,143,Nicaragua,NIC,2.9588477799330697,Nicaragua,1.5320455876182475,Nicaragua
144,144,144,Netherlands,NLD,21.55003200664355,Netherlands,16.21119931128746,Netherlands
145,145,145,Norway,NOR,2.0600455486224143,Norway,-7.141089400391276,Norway
146,146,146,Nepal,NPL,0.07348560328761494,Nepal,-1.2412308705663695,Nepal
147,147,147,Nauru,NRU,0.0,Nauru,-1.7073610779268826,Nauru
148,148,148,New Zealand,NZL,-0.04254691544611442,New Zealand,-2.2038308475227675,New Zealand
149,149,149,Oman,OMN,-1.2182573923301236,Oman,-4.48634734559533,Oman
150,150,150,Pakistan,PAK,0.17118001836572014,Pakistan,-1.244745496445098,Pakistan
151,151,151,Panama,PAN,5.818059489668522,Panama,4.336204999307018,Panama
152,152,152,Peru,PER,2.103353944757373,Peru,0.4157746698256912,Peru
153,153,153,Philippines,PHL,0.7573256073330318,Philippines,-0.7487350033942962,Philippines
154,154,154,Palau,PLW,10.7310319559476,Palau,8.977918713350627,Palau
155,155,155,Papua New Guinea,PNG,0.6308097641168849,Papua New Guinea,-0.748584582101072,Papua New Guinea
156,156,156,Poland,POL,1.4921959289923177,Poland,0.015998960034874218,Poland
157,157,157,Puerto Rico,PRI,,Puerto Rico,,Puerto Rico
158,158,158,"Korea, Dem. People’s Rep.",PRK,,"Korea, Dem. People’s Rep.",,"Korea, Dem. People’s Rep."
159,159,159,Portugal,PRT,0.8193916526565789,Portugal,-0.7572095280149351,Portugal
160,160,160,Paraguay,PRY,0.6101311154109305,Paraguay,-1.0577235646934389,Paraguay
161,161,161,West Bank and Gaza,PSE,0.4727821484679883,West Bank and Gaza,-0.943885550339226,West Bank and Gaza
162,162,162,French Polynesia,PYF,,French Polynesia,,French Polynesia
163,163,163,Qatar,QAT,0.3380688531580299,Qatar,-38.84411878946744,Qatar
164,164,164,Romania,ROU,1.0073034629769106,Romania,-0.4881817550982668,Romania
165,165,165,Russian Federation,RUS,0.1922494695677741,Russian Federation,-1.2580040139726407,Russian Federation
166,166,166,Rwanda,RWA,1.039600850331073,Rwanda,-0.2496779631329293,Rwanda
167,167,167,Saudi Arabia,SAU,0.4776129857185134,Saudi Arabia,-6.203601726953746,Saudi Arabia
168,168,168,Sudan,SDN,0.9788664938758374,Sudan,-0.420112686921954,Sudan
169,169,169,Senegal,SEN,0.8773636939081532,Senegal,-0.4636197023033476,Senegal
170,170,170,Singapore,SGP,14.652905226723961,Singapore,-5.164583430195995,Singapore
171,171,171,Solomon Islands,SLB,2.3965815746326906,Solomon Islands,1.0890690662944762,Solomon Islands
172,172,172,Sierra Leone,SLE,2.492359991681893,Sierra Leone,1.2217790039742689,Sierra Leone
173,173,173,El Salvador,SLV,1.0480858842352472,El Salvador,-0.463945750035552,El Salvador
174,174,174,San Marino,SMR,,San Marino,,San Marino
175,175,175,Somalia,SOM,,Somalia,,Somalia
176,176,176,Serbia,SRB,2.3620827929267247,Serbia,0.6210688556811741,Serbia
177,177,177,South Sudan,SSD,0.0006321397768141951,South Sudan,-1.2948572567583407,South Sudan
178,178,178,Sao Tome and Principe,STP,4.549506710691023,Sao Tome and Principe,3.207426250733425,Sao Tome and Principe
179,179,179,Suriname,SUR,2.129146675941173,Suriname,0.3817822290432673,Suriname
180,180,180,Slovak Republic,SVK,0.9491587746346456,Slovak Republic,-0.6269369986065093,Slovak Republic
181,181,181,Slovenia,SVN,2.6632979631088096,Slovenia,0.9937281165209616,Slovenia
182,182,182,Sweden,SWE,1.8551266929550445,Sweden,-3.001739959964814,Sweden
183,183,183,Eswatini,SWZ,0.289044041083224,Eswatini,-1.2533604767850763,Eswatini
184,184,184,Sint Maarten (Dutch part),SXM,2.0467103660967787,Sint Maarten (Dutch part),0.2001816741321638,Sint Maarten (Dutch part)
185,185,185,Seychelles,SYC,4.2825174226204625,Seychelles,2.809456606109871,Seychelles
186,186,186,Syrian Arab Republic,SYR,,Syrian Arab Republic,,Syrian Arab Republic
187,187,187,Turks and Caicos Islands,TCA,,Turks and Caicos Islands,,Turks and Caicos Islands
188,188,188,Chad,TCD,1.8141794018998965,Chad,0.5102629808433625,Chad
189,189,189,Togo,TGO,2.252755030905555,Togo,0.9761756437834772,Togo
190,190,190,Thailand,THA,0.800603474799345,Thailand,-0.9321479805676646,Thailand
191,191,191,Tajikistan,TJK,1.7728082612021523,Tajikistan,0.44393811751644696,Tajikistan
192,192,192,Turkmenistan,TKM,3.424891833545154,Turkmenistan,1.6836247244477751,Turkmenistan
193,193,193,Timor-Leste,TLS,0.43975868854876415,Timor-Leste,-1.0878652106473232,Timor-Leste
194,194,194,Tonga,TON,2.134480479875123,Tonga,0.6980038649422251,Tonga
195,195,195,Trinidad and Tobago,TTO,0.3872961639757869,Trinidad and Tobago,-1.388722270968488,Trinidad and Tobago
196,196,196,Tunisia,TUN,0.7509244595373925,Tunisia,-0.9068053361055814,Tunisia
197,197,197,Turkey,TUR,0.9257211206308592,Turkey,-0.5256189015787215,Turkey
198,198,198,Tuvalu,TUV,0.7489793064385717,Tuvalu,-0.6132407218219484,Tuvalu
199,199,199,Tanzania,TZA,1.1227271696468102,Tanzania,-0.19966630737723026,Tanzania
200,200,200,Uganda,UGA,1.0357746716722185,Uganda,-0.25045843068802376,Uganda
201,201,201,Ukraine,UKR,0.849733409682076,Ukraine,-0.6806160875136996,Ukraine
202,202,202,Uruguay,URY,3.3568796399393834,Uruguay,1.8467376579594341,Uruguay
203,203,203,United States,USA,2.8094202027580155,United States,-4.6476140091331795,United States
204,204,204,Uzbekistan,UZB,0.034997368540339656,Uzbekistan,-1.422618348441326,Uzbekistan
205,205,205,St. Vincent and the Grenadines,VCT,4.735780647041123,St. Vincent and the Grenadines,3.086696025615368,St. Vincent and the Grenadines
206,206,206,"Venezuela, RB",VEN,,"Venezuela, RB",,"Venezuela, RB"
207,207,207,British Virgin Islands,VGB,,British Virgin Islands,,British Virgin Islands
208,208,208,Virgin Islands (U.S.),VIR,,Virgin Islands (U.S.),,Virgin Islands (U.S.)
209,209,209,Vietnam,VNM,2.13191955458091,Vietnam,0.680317732104823,Vietnam
210,210,210,Vanuatu,VUT,3.9224757992200656,Vanuatu,2.5864417558378925,Vanuatu
211,211,211,Samoa,WSM,2.34216127579132,Samoa,0.8903572590790885,Samoa
212,212,212,Kosovo,XKX,1.9526653543295764,Kosovo,0.3519722725018837,Kosovo
213,213,213,"Yemen, Rep.",YEM,-0.01760715295109744,"Yemen, Rep.",-1.3645272260586467,"Yemen, Rep."
214,214,214,South Africa,ZAF,0.2087276839974446,South Africa,-1.5025814920592067,South Africa
215,215,215,Zambia,ZMB,2.5449641707713337,Zambia,1.1739204793956997,Zambia
216,216,216,Zimbabwe,ZWE,1.0815706913575585,Zimbabwe,-0.22802475919665866,Zimbabwe
