,Unnamed: 0,Unnamed: 0.1,country_x,country_code,fdi_net_pct_gdp,country_y,fdi_net_pct_gdp_resid,country
0,0,0,Aruba,ABW,-0.7231409205527571,Aruba,-2.933388372365158,Aruba
1,1,1,Afghanistan,AFG,0.26127767249128075,Afghanistan,-1.0309766768054982,Afghanistan
2,2,2,Angola,AGO,4.7044451764822375,Angola,3.2076021817436686,Angola
3,3,3,Albania,ALB,2.9447468340377165,Albania,1.2816076367666258,Albania
4,4,4,Andorra,AND,,Andorra,,Andorra
5,5,5,United Arab Emirates,ARE,1.317703485805388,United Arab Emirates,-11.46400325486556,United Arab Emirates
6,6,6,Argentina,ARG,1.3304260240164658,Argentina,-0.2055759113662088,Argentina
7,7,7,Armenia,ARM,0.7003570934631279,Armenia,-0.8600185497928101,Armenia
8,8,8,American Samoa,ASM,,American Samoa,,American Samoa
9,9,9,Antigua and Barbuda,ATG,5.03371690079862,Antigua and Barbuda,3.530859746028412,Antigua and Barbuda
10,10,10,Australia,AUS,4.086707037476931,Australia,-0.27709285794975,Australia
11,11,11,Austria,AUT,-1.8492939056096165,Austria,-7.293108352631763,Austria
12,12,12,Azerbaijan,AZE,2.358967226418519,Azerbaijan,0.7036363819161318,Azerbaijan
13,13,13,Burundi,BDI,0.6409919987094188,Burundi,-0.6025779424147919,Burundi
14,14,14,Belgium,BEL,-4.739325134802487,Belgium,-8.867574488295379,Belgium
15,15,15,Benin,BEN,0.6686697284339662,Benin,-0.6317375302218711,Benin
16,16,16,Burkina Faso,BFA,0.7527028548163431,Burkina Faso,-0.5304420804225535,Burkina Faso
17,17,17,Bangladesh,BGD,0.5265033151614205,Bangladesh,-0.8235011865418549,Bangladesh
18,18,18,Bulgaria,BGR,1.9988764189214387,Bulgaria,0.36225475031567744,Bulgaria
19,19,19,Bahrain,BHR,0.10112839182277718,Bahrain,-4.428092732862134,Bahrain
20,20,20,"Bahamas, The",BHS,0.6501244362528595,"Bahamas, The",-0.9616373662750352,"Bahamas, The"
21,21,21,Bosnia and Herzegovina,BIH,0.9299329876869116,Bosnia and Herzegovina,-0.7328471652687658,Bosnia and Herzegovina
22,22,22,Belarus,BLR,0.9495874560574236,Belarus,-0.6787991212335938,Belarus
23,23,23,Belize,BLZ,1.9282959427969988,Belize,0.3754252069434561,Belize
24,24,24,Bermuda,BMU,,Bermuda,,Bermuda
25,25,25,Bolivia,BOL,0.743566903731928,Bolivia,-0.7483587784848583,Bolivia
26,26,26,Brazil,BRA,2.3171276553604003,Brazil,0.5699726363488282,Brazil
27,27,27,Barbados,BRB,1.3948863482842844,Barbados,-0.2751174543769339,Barbados
28,28,28,Brunei Darussalam,BRN,0.516411163937827,Brunei Darussalam,-15.892973874811132,Brunei Darussalam
29,29,29,Bhutan,BTN,0.09931658759858557,Bhutan,-1.4426062200587768,Bhutan
30,30,30,Botswana,BWA,1.92127502517502,Botswana,0.1813173981702929,Botswana
31,31,31,Central African Republic,CAF,0.09970065437857248,Central African Republic,-1.1397493346311365,Central African Republic
32,32,32,Canada,CAN,3.8530527790750817,Canada,-0.05131068068629219,Canada
33,33,33,Switzerland,CHE,21.984127158493525,Switzerland,12.103287041493466,Switzerland
34,34,34,Channel Islands,CHI,,Channel Islands,,Channel Islands
35,35,35,Chile,CHL,5.201095627102673,Chile,3.734119850472724,Chile
36,36,36,China,CHN,1.2238122482289375,China,-0.5276944542875619,China
37,37,37,Cote d'Ivoire,CIV,0.619562185472376,Cote d'Ivoire,-0.7350974684347727,Cote d'Ivoire
38,38,38,Cameroon,CMR,0.867834357591982,Cameroon,-0.4888479366409342,Cameroon
39,39,39,"Congo, Dem. Rep.",COD,1.9196291192761168,"Congo, Dem. Rep.",0.6715677674406746,"Congo, Dem. Rep."
40,40,40,"Congo, Rep.",COG,14.508754991379915,"Congo, Rep.",13.057648371011545,"Congo, Rep."
41,41,41,Colombia,COL,1.7665086390894602,Colombia,0.03269693294166287,Colombia
42,42,42,Comoros,COM,0.2492551663037356,Comoros,-1.0732821678071902,Comoros
43,43,43,Cabo Verde,CPV,2.8620687075331714,Cabo Verde,1.3955729682434703,Cabo Verde
44,44,44,Costa Rica,CRI,3.916806409061077,Costa Rica,2.170129925302243,Costa Rica
45,45,45,Cuba,CUB,,Cuba,,Cuba
46,46,46,Curacao,CUW,,Curacao,,Curacao
47,47,47,Cayman Islands,CYM,1607.9847195588718,Cayman Islands,1601.1717979985187,Cayman Islands
48,48,48,Cyprus,CYP,22.150204001095748,Cyprus,20.477779037788533,Cyprus
49,49,49,Czech Republic,CZE,0.481612470805376,Czech Republic,-1.2895453479622268,Czech Republic
50,50,50,Germany,DEU,1.3856783584544756,Germany,-3.4475414459367872,Germany
51,51,51,Djibouti,DJI,,Djibouti,,Djibouti
52,52,52,Dominica,DMA,1.4272069684801238,Dominica,-0.205908103826689,Dominica
53,53,53,Denmark,DNK,0.6690113939945843,Denmark,-4.418389782905637,Denmark
54,54,54,Dominican Republic,DOM,1.4830296042519486,Dominican Republic,-0.26513528098958195,Dominican Republic
55,55,55,Algeria,DZA,-0.09228991813713223,Algeria,-1.8462677071246525,Algeria
56,56,56,Ecuador,ECU,0.7156552529851621,Ecuador,-0.9416600457759692,Ecuador
57,57,57,"Egypt, Arab Rep.",EGY,0.6868448754510812,"Egypt, Arab Rep.",-0.9513695231718796,"Egypt, Arab Rep."
58,58,58,Eritrea,ERI,,Eritrea,,Eritrea
59,59,59,Spain,ESP,1.5676299503764286,Spain,-0.27194907404435464,Spain
60,60,60,Estonia,EST,-1.8929916016066752,Estonia,-3.438471537941872,Estonia
61,61,61,Ethiopia,ETH,1.6108886554784791,Ethiopia,0.3305531219982498,Ethiopia
62,62,62,Finland,FIN,7.306293989157053,Finland,4.146033431477644,Finland
63,63,63,Fiji,FJI,3.822718538171924,Fiji,2.2507141312655317,Fiji
64,64,64,France,FRA,1.5845287502678584,France,-1.173180737365467,France
65,65,65,Faroe Islands,FRO,,Faroe Islands,,Faroe Islands
66,66,66,"Micronesia, Fed. Sts.",FSM,0.21990844704503312,"Micronesia, Fed. Sts.",-1.1360154540778735,"Micronesia, Fed. Sts."
67,67,67,Gabon,GAB,2.8620706956012922,Gabon,1.2138497824733856,Gabon
68,68,68,United Kingdom,GBR,1.674027342290162,United Kingdom,-1.3518587471504897,United Kingdom
69,69,69,Georgia,GEO,4.644179369028303,Georgia,3.049286843626824,Georgia
70,70,70,Ghana,GHA,2.842552759877808,Ghana,1.4632088898621087,Ghana
71,71,71,Gibraltar,GIB,,Gibraltar,,Gibraltar
72,72,72,Guinea,GIN,0.2353044911557907,Guinea,-1.0550173986194975,Guinea
73,73,73,"Gambia, The",GMB,-0.05144157666619445,"Gambia, The",-1.3330874196481126,"Gambia, The"
74,74,74,Guinea-Bissau,GNB,0.6811278043178443,Guinea-Bissau,-0.5953522088966584,Guinea-Bissau
