"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"China","CHN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","-386000000","-543000000","-1124000000","-1030000000","-1425000000","-1669000000","-2344000000","-2613000000","-2657000000","-3453000000","-7156000000","-23115000000","-31787000000","-33849200000","-38066000000","-41674000000","-41117000000","-36978000000","-37483300000","-37357000000","-46789569178.7806","-49444853743.8231","-60144670467.5079","-90379127564.2216","-100149837150.968","-139094535501.613","-114792373681.872","-87167067369.5","-185749835191.821","-231651578090.287","-176250481637.42","-217957551783.694","-144967626758.575","-68098649764.7788","41674876169.524","-66309483489.9992","",
"Cote d'Ivoire","CIV","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-311921177.992106","-318864759.195927","-426777010.349581","-446147780.692378","-386590290.099877","-314068409.1482","-286305593.752068","-315972742.750886","-413875901.329089","-422575245.326519","-479807382.372979","-548847260.85102","","",
"Cameroon","CMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","-4314561.02380183","-33679603.9425718","-64262384.0531198","-138063524.143377","-135759035.819262","-107149513.165999","-208599015.6175","-7552236.31626898","-305678436.457615","106408812.61847","-104379978.759768","-63723731.7558374","111815272.697482","127926935.619138","36014715.2825856","3853538.33064574","16986707.8075537","9401937.77330211","-6691396.43978437","-93220747.6261932","-82233713.594516","-191090195.605698","3832066.47122638","-149126598.473914","-38075216.6916311","-634876024.740504","-327780277.222155","-76578011.1171883","-257175721.114873","-64376815.2835274","-197036396.910648","-23117191.840539","-809089563.759303","-35250979.2289","-465562144.513958","-809721895.134242","-704766767.080815","-736660567.989528","-638262430.202721","-702678048.152374","-792136912.89533","",
"Congo, Dem. Rep.","COD","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-166600000","-237700000","-1793700000","-1672700000","278000000","-2735100000","-1596024303.85686","-2891607809.09542","-1697585830.80626","-1499572152.49797","-1265374483.88029","-822920447.345381","-1053658066.1717","",
"Congo, Rep.","COG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","-4050415.52677771","-16481632.6620511","-40032269.0162729","-30842951.4557126","-35349296.9308788","-56079518.9803241","-34948545.6926496","-12689672.804521","-22439698.3136535","-43448956.4120195","-9095236.52932368","","","","","","","-123400168.775006","-72970037.4605092","-75674692.0296804","-40913513.6811852","-518899545.912616","-162058770.978343","-71341409.0741704","-326982578.498528","-321403818.174223","13061136.4901396","-513585519.19632","-1487693084.45891","-1467629357.08273","-2031878788.15888","-1273827749.29445","-928435966.0784","-198458836.52879","289698606.791391","-595923361.842085","-1637972305.05937","-3728906647.19177","1146360259.27412","","",
"Colombia","COL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","-47999999.9997673","-49999999.9997864","-38999999.9997864","-40119199.9995422","-17371360","-22650470.0000038","-34876559.9996948","-33068850","-14000000","-43000000","-66000000","-103000000","-51137699.999756","-228000000","-337000000","-513721000.000977","-561000000","-1016000000","-642000000","-293000000","-159000000","-547000000","-484000000","-432600000","-678700000","-719100000","-1297534871.73581","-712167877.247335","-2783749312.91669","-4752800340.80769","-2032828029.52252","-1392371103.20589","-2111113395.47856","-2525823161.31739","-1276930693.04946","-782806305.188131","-2923186786.59058","-5439900950.14756","-5482867062.90877","-7606971148.88293","-7479027027.31273","-4529907906.74926","-947113456.048531","-6226954514.71064","-15645533738.8785","-8557307289.12066","-12268071831.1202","-7505480322.31894","-9332710063.70387","-10323815651.0803","",
"Comoros","COM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7546566.71700799","-3767051.25949986","-3266400.3776546","708874.757307822","-2506163.33401032","1446978.12497841","-190704.780596669","-177714.239994358","-889525.017698177","","","","","","","","-791465.102946359","-671354.693890846","-558643.248749362","-777728.345858991","-7681783.08246288","-4631824.18450966","-13784111.9489669","-8342263.1250314","-23088175.8019521","-10375785.658299","","","","","","",
"Cabo Verde","CPV","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","8734.17839975294","-2786140.59499304","-413917.507891907","595423.714141901","64114.1584243244","-1199579.88096627","753334.615681485","-2979859.99481988","-1713256.46948682","-25606826.8563498","-28264542.2610245","-11526812.864451","-9039816.27500588","-53518854.5344745","-32806136.1053116","-8589641.54977768","-14788930.7629247","-38368774.6260061","-67638273.8033899","-80505350.0952237","-131787738.919071","-191413321.248611","-213735822.380781","-124107059.533532","-116158763.720938","-100837552.813971","-116951430.545924","-56525170.5216803","-168140528.757502","-111989153.507983","-116677694.580151","-96513443.8027311","",
"Costa Rica","CRI","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","-62500000","-47000000","-42400000","-48100000","-66200000","-26500000","-55300000","-52000000","-65200000","-57400000","-75800000","-121300000","-95300000","-160400000","-172800000","-221600000","-244400000","-292900000","-331400000","-421260000","-403760000","-608260000","-614465630","-616036841.102486","-553421869.705262","-590835689.593254","-622098560.045277","-877263569.938362","-1379189636.06518","-1582059954.75875","-1811870260.72735","-2239506641.0038","-1340318000.25958","-1589209907.72051","-2328216841.49814","-1802734886.36724","-2401451080.39294","-2817739362.28513","-2541308963.6613","-2127035024.21393","-2583327253.04322","",
"Caribbean small states","CSS","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
